id,submission_id,disputed_by,resolved_by,created_at,resolved_at,status,reason,resolution_notes,attachment_url
101,368,21,null,1/6/2026 8:30:53 PM,1/16/2026 4:58:20 AM,REJECTED,"Was the proper script followed when leaving a voicemail/message for the Google contact?

Overall, did the agent miss any Methods of Contact steps? ","The score remains unchanged following the review. The agent did not use the correct script when calling the google contact per the requirements of KB page Call Script: Declined Credit Card - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-declined-credit-card. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
102,316,21,null,1/6/2026 8:35:12 PM,1/16/2026 4:38:12 AM,REJECTED,"Did the agent attempt to leave a voicemail/message with one of the Google contacts?

Overall, did the agent miss any Methods of Contact steps? 

Was the task notes field completed properly? 
","The score remains unchanged following the review. The notes state the google number was called but the agent's call log does not show a call was made.  As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
103,285,21,null,1/6/2026 8:40:57 PM,1/16/2026 4:21:12 AM,REJECTED,"Did the agent attempt to leave a voicemail/message with the ticket/task contact? 

Was the proper script followed when leaving a voicemail/message for the main contact?

Did the agent attempt to leave a voicemail/message with one of the Google contacts? 
","The score remains unchanged following the review. The agent did not use the correct script when calling the customer contact per the requirements of KB page Call Script: Invoice Generated - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-invoice-generated. The agent did attempt to contact nor did she note why the Billing contact was not called as well as did she note why the google research was not done for all locations listed on the invoice per the requirements of KB page How to Document Methods for Making Contact - http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-document-methods-for-making-contact. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
104,282,21,null,1/6/2026 8:43:24 PM,1/16/2026 4:13:02 AM,REJECTED,"Was the proper script followed when leaving a voicemail/message for the ticket/task contact?

Did the agent attempt to leave a voicemail/message with one of the Google contacts? - unable to as noted in task 

Overall, did the agent miss any Methods of Contact steps?
","The score remains unchanged following the review. The agent did not use the required script when calling the billing contact or when leaving a message with another party, as outlined in the KB page Call Script: Invoice Generated (http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-invoice-generated
).

Additionally, the agent did not attempt to contact the Google contact, nor did she document why the Google contact was not called, as required by the KB page How to Document Methods for Making Contact (http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-document-methods-for-making-contact
).

As a result, required call and documentation processes were not fully followed, and the audit score remains as originally assessed.",null
105,345,21,null,1/6/2026 8:53:20 PM,1/16/2026 4:44:00 AM,REJECTED,"Was the proper script followed when leaving a voicemail/message for the Google contact? 

Overall, did the agent miss any Methods of Contact steps? ","The score remains unchanged following the review. The agent did not use the correct script when calling the google contact per the requirements of KB page Call Script: Declined Credit Card - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-declined-credit-card. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
106,302,21,null,1/6/2026 8:57:02 PM,1/16/2026 4:27:11 AM,REJECTED,"Did the agent determine if this was a new or existing issue/request? 

Did the agent restate the caller’s need before beginning the support interaction?

Excluding scripting, did the agent use the Knowledge Base correctly?

Was the customer thanked for choosing Dynamic Media? 
","The score remains unchanged following the review. The agent did not determine if this was a new or existing issue/request, restate the caller’s need before beginning the support interaction, or thank for choosing Dynamic Media per the requirements of the KB page Inbound Call Script – http://know.crm.dm-us.com/books/general-support-instructions/page/inbound-call-script. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
107,270,21,null,1/6/2026 8:59:01 PM,1/16/2026 4:02:39 AM,REJECTED,"Did the agent attempt to leave a voicemail/message with one of the Google contacts?

Overall, did the agent miss any Methods of Contact steps?
","The score remains unchanged following the review. The agent did attempt to contact nor did she note why the Google contact was not called per the requirements of KB page Methods for Making Contact - http://know.crm.dm-us.com/books/job-billing-customer-service/page/methods-for-making-contact. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
108,259,21,null,1/6/2026 9:26:24 PM,1/16/2026 3:58:02 AM,ADJUSTED,"Was the proper script followed when leaving a voicemail/message for the main contact? 

Did the agent attempt to leave a voicemail/message with one of the Google contacts?

Was the agent articulate, patient, polite, and professional in tone?

Was the task notes field completed properly?  ","I adjusted the score related to site and Google contacts not being called, as this customer has an account exception that limits outreach to the designated points of contact, Erick and Latricia (recently updated to Accounts Payable).

Because of this exception, I also adjusted the score for “Was the support interaction documented in an installation support ticket”, since there was no documentation explaining why site and Google contacts were not required.

However, the score for “Was the correct script used when calling the customer contact” remains unchanged, as the agent did not use the script provided on the KB page Call Script: Invoice Generated (http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-invoice-generated
).

Additionally, the score for “Was the agent articulate, patient, polite, and professional in tone” also remains the same. There were several long pauses during the voicemail, and per the KB page Methods for Making Contact (http://know.crm.dm-us.com/books/job-billing-customer-service/page/methods-for-making-contact
), all scripting must be delivered in full without pauses once the CSR begins speaking.

The original score was 61.06%. The score has been updated accordingly.",null
109,253,21,null,1/6/2026 9:31:01 PM,1/20/2026 4:28:07 AM,ADJUSTED,"Was the proper script followed when leaving a voicemail/message for the main contact? 

Were the contact(s) assigned properly?

Did the CSR follow all work from home policies?

Overall, did the agent miss any Methods of Contact steps?
",I adjusted the score regarding  Did the CSR follow all work from home policies – the sound was very faint and can barely be heard without turning my headset all the way up. The agent did not use the correct script when calling the google contact  per the requirements of KB page Call Script: Expiring Credit Card - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-expiring-credit-card. The agent did not ask the person on the line  if they should be set up as the point of contact for billing per the requirements of KB page Contact Management Guide - http://know.crm.dm-us.com/books/job-billing-customer-service/page/contact-management-guide.  The original score was 83.10% Score has been updated.,null
110,583,19,null,1/7/2026 1:48:09 PM,1/16/2026 4:31:55 PM,REJECTED,"Excluding scripting, did the agent use the Knowledge Base correctly?  what in Knowledge Base  wasn't used","The score remains unchanged following the review. The agent did not educate the customer on the customer portal for future requests per the requirements of KB page How to Add a New Billing Group - http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-add-a-new-billing-group. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
111,589,21,null,1/7/2026 3:31:42 PM,1/16/2026 4:54:52 PM,REJECTED,"Did the agent determine if this was a new or existing issue/request? 

Did the agent restate the caller’s need before beginning the support interaction? 

Did the agent follow the approved scripting throughout the call?

Was the customer asked if they needed any additional assistance? 

Was the customer thanked for choosing Dynamic Media? 
","The score remains unchanged following the review. The agent did not determine if this was a new or existing issue/request, restate the caller’s need before beginning the support interaction, or thank the caller for choosing Dynamic Media per the requirements of the KB page Inbound Call Script – http://know.crm.dm-us.com/books/general-support-instructions/page/inbound-call-script. The agent did not use the scripting for cancellation per KB page How to Send an Exit Survey - http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-send-an-exit-survey. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
112,630,25,null,1/12/2026 1:47:23 PM,1/16/2026 6:30:50 PM,ADJUSTED,Dispute reason: This call was taken while my phone was beginning to experience connectivity issues so the customer could not hear me during this interaction. ,"Adjusted the score to 100%. Genesys had an error when this call rang the agent, and he had to submit an IT request for assistance. ",null
113,629,12,null,1/12/2026 8:51:52 PM,1/16/2026 10:02:52 PM,ADJUSTED,"Was the customer asked if they needed any additional assistance?

This troubleshoot was not completed, and callback was set for 10 minutes from then.

As the issue had not yet been addressed, no ""Was there anything further I can do to assist?"" question was given due to OG request still being completed","I adjusted the score regarding Was the customer asked if they needed any additional assistance, since this was a scenario where the customer was not with the player, and the agent would be following up shortly after, once the customer was with the player. The original score was 98.02% Score has been updated.",null
114,638,12,null,1/12/2026 8:55:50 PM,1/16/2026 10:08:56 PM,REJECTED,"For Questions under Knowledge Base

I have read through the entire AI call translate, however upon checking, I dont see what scripting or steps I missed in KB","The score remains unchanged following the review. The agent did not read the required script for the scenario “The customer DOES know how updates to the network are handled and IS willing to try and update the network” after learning that the customer could have their IT team complete the update per the KB page Network Requirements – An update to the network is needed – Initial Conversation (http://know.crm.dm-us.com/books/job-tech-support/page/network-requirements-an-update-to-the-network-is-needed-initial-conversation
).

Reading this script would have provided the customer an opportunity to confirm when the network requirements would be updated, allowing the agent to follow up the next day to ensure the system was up and running. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
115,648,12,null,1/12/2026 9:10:56 PM,1/19/2026 5:00:26 PM,ADJUSTED,"Was an accurate device ID / username entered?

I remember specifically putting a Device ID in this ticket this time.
Has Levi gotten back about this issue to see if it is caused by the system?
Can we please take a deeper look or can this be adjusted?
",I adjusted the score regarding Was an accurate device ID / username entered an update to CRM is required to force Device ID in tech support tickets. The original score was 95.79% Score has been updated.,null
116,661,25,null,1/13/2026 5:37:43 PM,1/19/2026 1:22:27 PM,REJECTED,"Excluding scripting, did the agent use the Knowledge Base correctly? - No 

Dispute Reason: Steps in KB for ""Request Cancelled"" were followed for this support interaction to resolve the issue. ","The score remains unchanged following the review. The agent did not verify the device/ player per the requirements of KB page How to Identify the Model of a Music Player - http://know.crm.dm-us.com/books/job-tech-support/page/how-to-identify-the-model-of-a-music-player. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
117,659,19,null,1/13/2026 7:12:59 PM,1/19/2026 1:38:52 AM,ADJUSTED,"I did not call 608-720-2420 because that number does not appear to belong to the company. When I Google the company, that number is not listed. When I Google the number itself, it is not associated with the company and appears to be inactive or no longer valid. I only see a possible match when I search the number together with the company name, and even then it shows the number is no longer associated with them. For that reason, I could not verify it as a valid customer contact.","I adjusted the score regarding Did the agent attempt to leave a voicemail/message with EVERY site contact associated with the sites on the invoice. Invoice #1810731 is only for sites 001 & 002 – phone number  1 (608) 720-2420 is listed at site 003, and the agent is only required to call sites associated with the invoice – also reviewed voicemail to confirm correct script used. The original score was 80.15% Score has been updated.",null
118,672,25,null,1/14/2026 3:00:29 PM,1/19/2026 2:08:31 AM,REJECTED,"Excluding scripting, did the agent use the Knowledge Base correctly? - No

Dispute reason: The KB doesn't have a page for customers calling in for an update on separating accounts. The scripting for normal inbound calls was followed. Unsure what KB step was missed.","The score remains unchanged following the review. The agent should have acknowledged the need for a call transfer and offered to transfer the call to the sales rep once he learned the reason for the call. Then, he could have followed the Requirements of the Call Transfer KB page - http://know.crm.dm-us.com/books/phone-etiquette-tickets-and-tasks/page/requirements-of-a-call-transfer. As a result, the required call processes were not fully followed, and the audit score remains as originally assessed.",null
119,677,19,null,1/14/2026 5:58:57 PM,1/19/2026 3:17:24 AM,REJECTED,"let's talk about it 
","The score remains unchanged following the review. The agent did not fill out the field with the answer that is being dispute and the reason per the requirements of KB page QTIP - How to Accept or Dispute a Completed Review Form - http://know.crm.dm-us.com/books/general-support-instructions/page/qtip-how-to-accept-or-dispute-a-completed-review-form. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.
 
",null
120,681,12,null,1/15/2026 8:51:18 PM,1/19/2026 2:55:56 AM,ADJUSTED,"The last three questions on here are was I positive, was I completing verbal nods?

I would argue I WAS positive, and followed the steps

They SPECIFICALLY asked for me to call the following day. Offered to call now but they refused

Offered them a good day and said that calling back was perfect

Please review","I adjusted the score regarding Were appropriate “verbal nods” used, Did the agent show interest in what the customer said, and Did the agent use positive scripting. I was able to listen to the call and determine the agent listened carefully, asked clarification questions, and assured the customer we could assist. The original score was 88.32% Score has been updated.",null
121,694,20,null,1/15/2026 9:50:18 PM,1/19/2026 2:19:17 AM,REJECTED,"General Documentation
Was the support interaction documented?	No	0.0	1.0
Was the interaction documented in the proper CRM area (Task / Ticket)?	No	0.0	1.0

It states call date was January 13th but I was off on January 13th. If it was the touch on January 14th it's because I had to clock out before completing the touch so I finished it the next day AND THEN completed documentation.","The score remains unchanged following the review. I reviewed the agents call log from January 14, 2026 and was able to locate a call place to 250-934-7662 at 4:43 pm, and a voicemail left, but there are no notes on the account regarding the call. The rep didn't make or receive any more calls that day, so there would have been time to complete the note. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
122,609,21,null,1/15/2026 9:52:44 PM,1/19/2026 2:27:55 AM,REJECTED,"Was the proper script followed when leaving a voicemail/message for the Google contact?

Overall, did the agent miss any Methods of Contact steps?
","The score remains unchanged following the review. When the agent called the google contact number and the billing contact Lisa answered the line, you can tell the agent realized it was the billing contact and began using the script but left out important information like term date so script was not read completely.  As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
123,651,21,null,1/15/2026 10:02:42 PM,1/19/2026 1:05:19 AM,REJECTED,"Was the proper script followed when leaving a voicemail/message for the Google contact? 

Overall, did the agent miss any Methods of Contact steps?
","The score remains unchanged following the review. The agent did not use the correct script when calling the google contact  per the requirements of KB page Call Script: Invoice Generated - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-invoice-generated. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
124,715,20,null,1/16/2026 6:24:00 PM,1/19/2026 3:16:18 AM,REJECTED,"Did the agent attempt to leave a voicemail/message with one of the Google contacts? They have told me they cannot assist and when saying they would ""look into it"" like I put in the notes, it was in a very blow off kind of way. Context is important!","The score remains unchanged following the review. I reviewed the call the agent placed to the Google contact on 1/6/2026. While the representative appeared somewhat confused initially, she was able to provide an email address for accounting. There was nothing stated during the call that would indicate the agent should discontinue future outreach attempts or avoid follow-up to confirm whether the matter was reviewed.

As a result, the required call processes were not fully followed, and the audit score remains as originally assessed",null
125,708,16,null,1/16/2026 8:03:20 PM,1/19/2026 2:33:01 AM,REJECTED,I documented the call and reached out to all sites on the account on 1/15 at 2:51:16 PM,"The score remains unchanged following the review. The agent did not note the business hours per the requirements of KB page Methods for Making Contact - http://know.crm.dm-us.com/books/job-billing-customer-service/page/methods-for-making-contact. Note: Before attempting any calls use Google to locate the business's operating hours and add those to the notes in the task. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
126,674,21,null,1/19/2026 5:07:47 PM,1/22/2026 7:48:27 PM,REJECTED,"Was the customer’s first name used?

I just want to confirm this was missed due to me not saying his first name?","The score remains unchanged following the review. The agent is required to use the caller’s name during the call to build rapport, as per the requirements outlined on the KB page ""Customer Phone Call Requirements"" (http://know.crm.dm-us.com/books/phone-etiquette-tickets-and-tasks/page/customer-phone-call-requirements). As a result, the required call processes were not fully followed, and the audit score remains as originally assessed.",null
127,703,21,null,1/19/2026 6:30:33 PM,2/5/2026 6:27:35 AM,ADJUSTED,"Was appropriate pace, grammar, and diction used?  -Must be for pace?

Did the agent attempt to leave a voicemail/message with one of the Google contacts? - Not true according to task notes",I adjusted the score regarding  Did the agent attempt to leave a voicemail/message with one of the Google contacts – however the correct script was not used and the customer was called outside of business hours which is not correct per the requirements of KB page Methods for Making Contact - http://know.crm.dm-us.com/books/job-billing-customer-service/page/methods-for-making-contact. The original score was 85.50%. Score has been updated.,null
128,693,21,null,1/19/2026 6:32:25 PM,1/26/2026 3:51:40 AM,REJECTED,"Did the agent follow policy on ticket call cadence? -Please clarify

Was the ticket notes field completed properly? - Aware that these 2 questions go hand in hand. ","The score remains unchanged following review. The agent did not follow the ticket callback No Contact Follow-Up Cadences KB page (http://know.crm.dm-us.com/books/general-support-instructions/page/no-contact-follow-up-cadences
), which requires three follow-up calls and emails on three consecutive business days. The agent completed follow-up phone calls only and did not complete the required email follow-ups.

As a result, required call and ticket-handling processes were not fully followed, and the audit score remains as originally assessed.",null
129,726,20,null,1/20/2026 4:53:04 PM,1/26/2026 4:40:26 AM,REJECTED,"Did the agent attempt to confirm the current billing contact? Chris is already listed in the system and I confirmed it was him calling.

Please also tell me how I could have documented my ticket better.","The score remains unchanged following the review. The agent did not ask the person on the line  if they should be set up as the point of contact for billing per the requirements of KB page Contact Management Guide - http://know.crm.dm-us.com/books/job-billing-customer-service/page/contact-management-guide.  The agent did not notate the last 4 digits of card that was replaced per documentation requirements of KB page Documentation Policy - http://know.crm.dm-us.com/books/general-support-instructions/page/documentation-policy. As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
130,725,21,null,1/20/2026 6:55:52 PM,1/26/2026 4:04:01 AM,ADJUSTED,"Was the task notes field completed properly? 

Please clarify what was missed. ",I adjusted the score regarding Was the task notes field completed properly as the agent documented actions that occurred during the call. The original score was 81.70% Score has been updated.,null
131,240,21,null,1/20/2026 7:00:16 PM,1/26/2026 3:42:50 AM,REJECTED,"Did the agent attempt to leave a voicemail/message with the ticket/task contact? I did. 

Overall, did the agent miss any Methods of Contact steps? Not sure what was missed ","The score remains unchanged following review. The agent did not leave a complete voicemail and did not place a return call to 805-657-8400 after the call was unexpectedly disconnected, as required by KB page Requirements Following an Unexpected Disconnection (http://know.crm.dm-us.com/books/phone-etiquette-tickets-and-tasks/page/requirements-following-an-unexpected-disconnection
).
As a result, required call-handling processes were not fully followed, and the audit score remains as originally assessed.",null
132,10,21,null,1/20/2026 7:05:43 PM,1/26/2026 3:31:59 AM,REJECTED,"Did the agent use the CRM and Knowledge Base correctly? Not sure what was missed

Did the agent follow the approved scripting throughout the call? 

Did the CSR complete CRM actions in a prompt timeframe? Need clarification  

Was permission to put the customer on hold asked? I don't see it in the transcript, but it shows the customer saying ""Yes, I'll hold""

Was an expected wait time for the hold provided? Is this new? 

I may need to review this with you or Ian. ","The score remains unchanged following review. Rather than assisting the customer, the agent checked who was assigned to the ticket, confirmed availability, and transferred the caller directly to Amanda. This action is not compliant with KB page Policy – Handling Support Inquiries as a Team (http://know.crm.dm-us.com/books/operations-department-policies/page/policy-handling-support-inquiries-as-a-team
), which states that calls should only be transferred when the customer requires support outside of the CSR’s assigned job duties.

Additionally, the agent did not follow the requirements outlined in KB page Requirements for Placing a Customer on Hold (http://know.crm.dm-us.com/books/phone-etiquette-tickets-and-tasks/page/requirements-for-placing-a-customer-on-hold
). The agent did not ask the customer for permission to place them on hold, nor did she inform the customer of the expected hold duration.

As a result, required call-handling processes were not fully followed, and the audit score remains as originally assessed.",null
133,741,12,null,1/21/2026 8:53:56 PM,1/27/2026 4:04:48 AM,ADJUSTED,"Excluding scripting, did the agent use the Knowledge Base correctly?

Per KB, I asked for a good phone number but she said they weren't open that day and to call HER back
Explained to the contact that I would send signal but if it does not go through to call us at the radio so we can troubleshoot
This aligns with proper procedure","I adjusted the score regarding Excluding scripting, did the agent use the Knowledge Base correctly. The tech support agents were informed/ trained on the new steps required for a refresh signal on 1/23/2026. The original score was 96.27%. Score has been updated.",null
134,744,21,null,1/22/2026 2:32:45 PM,1/26/2026 4:28:14 AM,ADJUSTED,"Was the task notes field completed properly? 

Please clarify what was missed.",I adjusted the score regarding Was the task notes field completed properly to a “YES” as the agent documented actions that occurred during the call. In reviewing the call the agent seemed confused about the 1/23/2026 date displayed on the transaction tab. This is more of a knowledge and understanding issue. The original score was 91.28% Score has been updated.,null
135,754,12,null,1/26/2026 7:45:47 PM,1/27/2026 4:11:06 AM,REJECTED,"Was the customer account properly located in the CSR?

Contact identifies themselves as Chong Xac
This is consistent with what is on the ticket","The score remains unchanged following the review. The customer asked the agent if she could provide a phone number to locate the account, and the agent told the customer, “oh i'm sorry that wouldn't work in this case” which is not correct per the KB page How to Search for an Account -  http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-search-for-an-account. Agents are able to locate customers' accounts in CRM using a phone number. As a result, required call processes were not fully followed, and the audit score remains as originally assessed. ",null
136,757,17,null,1/27/2026 1:48:00 PM,1/27/2026 5:29:21 PM,ADJUSTED,This isn't a regular call for a campaign used the script given to use for the iCryo location. ,I adjusted the score to 100% since this customer is undergoing a special project and normal processes and scripts and not required ,null
137,748,21,null,1/27/2026 2:42:18 PM,1/28/2026 4:18:21 PM,REJECTED,Was the task status set properly? Please clarify,"The score remains unchanged following the review. Task should be on Expiring CC#4. As a result, required call processes were not fully followed, and the audit score remains as originally assessed. ",null
138,764,21,null,1/27/2026 2:45:15 PM,1/28/2026 4:25:17 PM,REJECTED,"Did the agent attempt to leave a voicemail/message with one of the Google contacts?   

""Google researched site 0001 Arbors Carolina Forest and found main contact # (910) 807-8392

Outbound call made to (910) 807-8392, Spoke with Valerie who stated corporate handles billing and provided email address: Invoices@southwoodrealty.com""

Overall, did the agent miss any Methods of Contact steps? Not sure what was missed

Was the task notes field completed properly? Not sure what was missed
","The score remains unchanged following the review. The note made by the agent regarding calling (910) 807-8392 was entered in the AR task on 1/16/2026. The agent is required to document in every touch why a specific Methods contact was not called per KB page How to Document Methods for Making Contact - http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-document-methods-for-making-contact. As a result, required call processes were not fully followed, and the audit score remains as originally assessed. ",null
139,768,16,null,1/27/2026 9:35:26 PM,1/28/2026 4:34:42 PM,ADJUSTED,There was no need to call a secondary or google because I spoke with Michelle who informed me that check was mailed on 1/19/26 and she provided me with check number 87830.,I adjusted the score regarding Did the agent attempt to leave a voicemail/message with the main account contact. The secondary number listed for customer contact (919) 878-6782 did not need to be called because the agent spoke with the contact when she called the first number (919) 232-6555. The agent is required to document why a specific Methods contact was not called per KB page How to Document Methods for Making Contact - http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-document-methods-for-making-contact. The original score was 65.90%. Score has been updated.,null
140,792,20,null,1/29/2026 2:59:12 PM,2/5/2026 6:19:46 AM,ADJUSTED,Did the agent attempt to leave a voicemail/message with the ticket/task contact? I did attempt to. Searching for an alternate contact for the name within the contacts is not a part of our current process in KB. Adding it would be a good idea though! But I did not currently miss any steps.,I adjusted the score regarding Did the agent attempt to leave a voicemail/message with the ticket/task contact. The Billing reps did not previously receive training/ notice of the KB update. The original score was 85.99%. Score has been updated. I did update the billing contact with the Spencer contact with the real email address. ,null
141,787,21,null,1/30/2026 6:57:51 PM,2/11/2026 4:14:35 AM,REJECTED,"Did the agent attempt to leave a voicemail/message with one of the Google contacts?

Google contact was not called at (816) 347-4600.   Not sure where this google # is coming from 

Google researched site 0006 Saint Luke's Blue Springs Multi-Specialty Clinic and found main contact # (816) 251-6100 

Was the task notes field completed properly? Please clarify what was missed. If due to google research, that was done. A different contact # was found. ","The score remains unchanged following review. The agent did not Google the site name and address as required by the KB page Methods for Making Contact (http://know.crm.dm-us.com/books/job-billing-customer-service/page/methods-for-making-contact
).

Additionally, full contact methods and documentation were not completed. The notes do not indicate why the site contact and Google contact were not called, nor do they include the business hours, as required by the KB page How to Document Methods for Making Contact (http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-document-methods-for-making-contact
).

As a result, required call processes were not fully followed, and the audit score remains as originally assessed.",null
142,646,23,null,2/3/2026 2:39:36 PM,2/5/2026 5:40:35 AM,ADJUSTED,"Excluding scripting, did the agent use the Knowledge Base correctly?

KB was update but not advised of new process  ","I adjusted the score regarding Excluding scripting, did the agent use the Knowledge Base correctly. The Tech Support agents received training/ notice on the KB page update on 1/23/2026. The original score was 90.74%. Score has been updated.",null
143,807,19,null,2/4/2026 3:34:09 PM,2/11/2026 4:28:57 AM,ADJUSTED,"Overall, did the agent miss any Methods of Contact steps?

Ticket / Task Documentation Feedback

","I adjusted the score for “Did the agent attempt to leave a voicemail/message with one of the Google contacts”, “Overall, did the agent miss any Methods of Contact steps, and Was the task notes field completed properly.” This case was complicated to review. The original task referenced Invoice #1794148, which included multiple sites; however, on 1/1/2026, the task transitioned into a Not Started campaign for Invoice #1810591, which applies to site 006 only. As a result, the Google-researched contact number located by the agent is correct. The issue is CRM will list all open invoices assigned to the same billing group on the same AR tasks, and there would be no way the agent could call two different campaigns in the same task. The original score was 83.68%. Score has been updated.",/uploads/disputes/attachment-1770219249220-344843537.png
144,850,19,null,2/4/2026 3:37:40 PM,2/11/2026 4:40:12 AM,REJECTED,"Did the agent restate the caller’s need before beginning the support interaction?

This was not a phone call from a customer/ this was someone requesting to speak to Stephen Florentine
I do not think this score is accurate because there is nothing in KB that states  a script or call flow for this type of call  ","The score remains unchanged following the review. The agent did not restate the callers need before beginning the support interaction per the requirements of KB page Inbound Call Script - http://know.crm.dm-us.com/books/general-support-instructions/page/inbound-call-script.  As a result, required call processes were not fully followed, and the audit score remains as originally assessed. ",null
145,707,19,null,2/4/2026 3:41:27 PM,2/11/2026 4:04:30 AM,REJECTED,Did the agent attempt to leave a voicemail/message with one of the Google contacts?,The score remains unchanged following the review. The agent did not google the site name and address per the requirements of KB page Methods for Making Contact - http://know.crm.dm-us.com/books/job-billing-customer-service/page/methods-for-making-contact. The original score was 80.15% Score has been updated.,null
146,226,19,null,2/4/2026 3:44:53 PM,2/11/2026 4:02:12 AM,REJECTED,Did the agent attempt to leave a voicemail/message with one of the Google contacts?,"The score remains unchanged following the review. Although the agent documented that the Google contact was not called due to no information being available, further review shows that this step was not completed in accordance with the KB requirements.

When searching the address alone, no phone number appears; however, per the KB instructions, searching the site name and address together does return a Google contact. The agent did not perform this required search as outlined in the KB page Methods for Making Contact.

As a result, the original score of 89.06% remains, and the score has been updated accordingly.",null
147,168,19,null,2/4/2026 3:45:52 PM,2/5/2026 5:17:58 AM,ADJUSTED,Was the task notes field completed properly?,I adjusted the score regarding Was the task notes field completed properly. Task notes show the agent put in the next step. The original score was 67.43%. Score has been updated.,null
148,222,21,null,2/4/2026 4:03:46 PM,2/5/2026 6:13:01 AM,ADJUSTED,"Was the agent articulate, patient, polite, and professional in tone? 

Was appropriate pace, grammar, and diction used?

Disputing after reviewing call","I adjusted the score regarding Was the agent articulate, patient, polite, and professional in tone. I listened to the call place to phone number  (606) 759-3101 and (606) 849-5000 although the agent did not use the correct script for the google contact the agent had  a professional tone. The original score was 83.68%. Score has been updated.",null
149,217,21,null,2/4/2026 4:15:54 PM,2/5/2026 5:59:47 AM,ADJUSTED,"Did the agent attempt to leave a voicemail/message with one of the Google contacts? Google contact and poc are the same - it is noted that a voicemail was left already 

Was the task notes field completed properly? 

Was the support interaction documented in an installation support ticket? 

Overall, did the agent miss any Methods of Contact steps? 

Please clarify what was missed on the 3 questions above
",I adjusted the score regarding Was the task notes field completed properly as the agent did note that a VM was left for Lori already. However the agent should have left a message with the google contact Even if a number seems like it may lead to the same place as a similar number a call still needs to be placed and a message needs to be left per the requirements of KB page Methods for Making Contact - http://know.crm.dm-us.com/books/job-billing-customer-service/page/methods-for-making-contact. The original score was 80.15% Score has been updated.,null
150,137,21,null,2/4/2026 4:18:06 PM,2/5/2026 5:02:52 AM,ADJUSTED,"Did the CSR follow all work from home policies? 

Please advise what the issue is.","I adjusted the score regarding Did the CSR follow all work-from-home policies. I listened to both calls, and nothing particular stood out. The original score was 98.47%. Score has been updated.",null
151,126,21,null,2/4/2026 5:26:10 PM,2/5/2026 5:13:21 AM,REJECTED,"Excluding scripting, did the agent use the Knowledge Base correctly?  Offered to send customer to tech support for resolution 

Did the agent follow the approved scripting throughout the call? Please advise what was missed
","The score remains unchanged following the review. The agent did not use the correct handle when she learned the customer was cancelling  due to Too Many Music Interruption (static) per the requirements of KB page Service Cancellation Reasons that Require Handles - http://know.crm.dm-us.com/books/job-billing-customer-service/page/service-cancellation-reasons-that-require-handles. The agent did not use the script on KB How to Send an Exit Survey - http://know.crm.dm-us.com/books/job-billing-customer-service/page/how-to-send-an-exit-survey.  As a result, required call processes were not fully followed, and the audit score remains as originally assessed. ",null
152,104,21,null,2/4/2026 6:38:55 PM,2/5/2026 4:55:09 AM,REJECTED,"Did the agent follow policy on ticket call cadence?  

3 calls were made and voicemails were left. If I was docked for sending emails, this is an undeliverable email ticket - so they will just kickback as undeliverable again. ","The score remains unchanged following the review. Agents are to complete the call cadence with  three calls and emails even for undelivered email tickets per the requirements of KB page Call Script: Undelivered Emails - http://know.crm.dm-us.com/books/job-billing-customer-service/page/call-script-undelivered-emails. As a result, required call processes were not fully followed, and the audit score remains as originally assessed. ",null
